epoch,acc,loss,val_acc,val_loss
0,0.553249982148,0.693006180823,0.614799984396,0.661672001481
1,0.600749982819,0.657548219413,0.659599982202,0.631760236025
2,0.63069998309,0.636317071468,0.667799983025,0.621544700861
3,0.651749982461,0.617206885293,0.689199985266,0.590394054055
4,0.664699982181,0.599955980405,0.708999982476,0.56494856298
5,0.673899984434,0.588038479537,0.68799998045,0.574296976328
6,0.687699982151,0.574695994928,0.731399988532,0.54764338553
7,0.697599982098,0.559605373442,0.729399983287,0.529208619297
8,0.705799983293,0.546074218303,0.74399998486,0.519546712339
9,0.71529998444,0.533031401485,0.719799981713,0.54053465873
10,0.715549983531,0.528573297411,0.757799984813,0.511921448708
11,0.728099985272,0.514180300981,0.766599990129,0.48643509388
12,0.736399984211,0.501701399311,0.749599987268,0.516952326298
13,0.744449984729,0.491408796757,0.758199982643,0.492276046276
14,0.751249983907,0.475623143986,0.761199982762,0.502474276125
15,0.752849984616,0.472538425624,0.731999986172,0.522071365118
16,0.757899987847,0.461453984305,0.741399981976,0.539995582402
17,0.767999983579,0.457680460215,0.779399981499,0.465414607823
18,0.76964997977,0.447796816751,0.748199987411,0.495802432895
19,0.777299984097,0.43476268705,0.777999981642,0.484027941823
20,0.778049985021,0.43084564276,0.749799990058,0.497800855041
21,0.787699984461,0.424110072851,0.776799981594,0.491949496269
22,0.792549984753,0.4146450039,0.790399984717,0.458046521842
23,0.792799984366,0.410609514378,0.773999980688,0.517002744675
24,0.801149986237,0.401982720345,0.80519998014,0.444456020147
25,0.803499985039,0.396340400651,0.774199982882,0.552634727657
26,0.805499984026,0.391364252567,0.802999987602,0.439278071821
27,0.80824998349,0.385249541365,0.750399990082,0.539010528326
28,0.81239998728,0.378959807567,0.802799984217,0.452944799066
29,0.811199985147,0.37852731511,0.77199998498,0.551668751836
30,0.821549987495,0.36471326828,0.782199988365,0.492890247405
31,0.819099983871,0.356714463681,0.77079998672,0.587623334825
32,0.826149985343,0.3541415108,0.805599986315,0.509781827927
33,0.8313499856,0.346266322918,0.808399980664,0.455515376627
34,0.829249985665,0.345556878708,0.801599982381,0.461252173632
35,0.832299986184,0.339534462355,0.803799987435,0.480388537645
36,0.832849987,0.338698174655,0.780599982738,0.565881979614
37,0.836349986196,0.329538418837,0.77679998517,0.588185806423
38,0.840049987882,0.32241163943,0.797599983215,0.492290964127
39,0.841849987805,0.315765318871,0.737599986196,0.738608569801
40,0.844399986118,0.314101031348,0.803999983072,0.482624383718
41,0.843949986547,0.31113239035,0.79519998908,0.483233820051
42,0.847199986875,0.304007785283,0.788199988604,0.614317743778
43,0.853099987358,0.293846299462,0.817399985194,0.509498140663
44,0.854399988949,0.291988744475,0.797599983215,0.529250818342
45,0.853399991244,0.287781572454,0.795799981356,0.537202855051
46,0.85679999128,0.28913051486,0.796999984384,0.512033112198
47,0.862699992508,0.278001640979,0.802999979258,0.529081063718
48,0.861549990028,0.280169145018,0.813799981475,0.493460853696
49,0.86059999153,0.275619236715,0.792599987388,0.660578444898
50,0.86144998908,0.275863539502,0.807999988198,0.523781607449
51,0.863949992061,0.267053063158,0.80419998467,0.585964446664
52,0.866149993837,0.262872628402,0.810399982333,0.548153584599
53,0.866599990129,0.262597020343,0.808599989414,0.532790795714
54,0.868399990499,0.255258709397,0.811199983954,0.562884586751
55,0.871099989861,0.254496479239,0.803999986053,0.636537176818
56,0.871249994487,0.253211089857,0.814799987078,0.575435321778
57,0.87529999122,0.245522524957,0.810999985337,0.580905555189
58,0.874549993426,0.250769556947,0.807199989557,0.634985131025
59,0.878949992806,0.234460532721,0.811799983382,0.539301665574
60,0.87954999283,0.232866762374,0.820599983335,0.574172032773
61,0.879549994022,0.237400651462,0.803399983644,0.67383090362
62,0.879949996471,0.23139450131,0.806799986959,0.618802535385
63,0.882599990666,0.223795781992,0.81799998641,0.58527722761
64,0.884549995065,0.226837117169,0.799199987054,0.724718406647
65,0.88589999631,0.221734997872,0.818399985433,0.661540613621
66,0.886699994355,0.222451504339,0.784199984074,0.837551522106
67,0.886749995053,0.220672574919,0.781599987745,0.788518756628
68,0.887199994326,0.220963508077,0.810399984121,0.687766854614
69,0.886299995929,0.218962052483,0.818199981451,0.587158944458
70,0.886699994802,0.2150318221,0.817799985409,0.593249880672
71,0.887049992383,0.21373241568,0.772199983001,0.874596369714
72,0.891049996167,0.210545559879,0.804799983501,0.614683152288
73,0.892649997175,0.203267406486,0.819799982309,0.639730655253
74,0.894249999076,0.203654411007,0.786199977994,0.962452078462
75,0.891549994349,0.205830767937,0.815399984717,0.611952009797
76,0.894049998373,0.200524529517,0.80739998877,0.641147875786
77,0.896349996775,0.198744437629,0.806599984765,0.649693273455
78,0.895749996156,0.201513440087,0.804199983478,0.684492181242
79,0.897949996144,0.192122996273,0.814199984074,0.723894733638
80,0.899999998957,0.186610624623,0.818599980474,0.66669201456
81,0.899949997067,0.192877665022,0.815199987292,0.704640506953
82,0.900449994653,0.18533842219,0.814599983096,0.634717485458
83,0.901049993485,0.191737978905,0.787599986196,0.877328207791
